nan,1.725236089085108171e-02,1.319544280923056201e-01,-1.224233803266166626e-01,1.722626748821221299e-01,4.391333273619338895e-01,-1.509587271337076500e-02,1.194752023704654179e-02,-1.509401951307356438e-01,8.278347029334537366e-01,-3.620273685070018316e-02,2.907668238156267682e-02,-7.783245348240062055e-03,2.283202170701776473e-02,-2.193458997944116445e-02,1.625190583200123440e-01,-2.623198437900797417e-02,2.585817255220939671e-03,-2.395504168675208212e-02,-8.249047972944677232e-02,5.618064043737721475e-02,1.091842100243490404e-02,1.649924859945459121e-02,2.009957081814658930e-03,2.663441038863090249e-02,-4.872283612696016314e-02,6.805369748943423946e-02
7.284503684029552950e-03,nan,1.096648218352827553e-02,-5.392842042459859014e-02,5.860438532243283927e-02,4.991599946640432051e-02,2.309579516855373230e-02,1.963917497752966021e-02,-4.837856111817353394e-02,5.563368848891329238e-02,6.258872292742254442e-03,4.424437223857623919e-02,3.189828921504715004e-02,7.679175495896493897e-02,1.316930204602646259e-01,-1.711760807581595343e-04,-1.415283402062585301e-03,-3.146613512626673936e-02,2.597354787024179490e-02,7.810993359283271986e-04,3.040087012522149981e-02,3.878713029290575820e-02,2.446945393465678811e-02,-2.943896649579912095e-03,4.162746825127246197e-04,-8.708461822289105536e-04,-6.730682810134711036e-02
1.406825081371831064e-02,2.769057908632910348e-03,nan,9.934039589016937510e-01,1.435049837176182201e-03,1.537953287483416129e-02,1.031784567622979522e-02,-5.818873688769725947e-04,1.336955292711077686e-02,-8.310999950917403317e-03,-4.856120954140738868e-03,7.095124948613141559e-03,3.363593077246942141e-03,1.871360754078884442e-02,-1.386725427889447422e-02,4.863349812612497575e-03,-2.771296225130089746e-02,3.048884704468042030e-03,-1.038543286155289846e-03,-4.624830774971989272e-03,7.467018748788870064e-05,1.373505211320742714e-02,7.908325246165734401e-03,3.186396315832291937e-04,1.417112844067282967e-03,-3.868718529565131486e-03,9.761821952272084491e-03
-1.284286190460295560e-02,-1.339873237596851674e-02,9.774784656721607901e-01,nan,4.760809388061299635e-03,-1.477756771199235410e-02,-1.295180508989583756e-02,-1.984677298610862829e-03,-1.296184269316248867e-02,1.111051529953421130e-02,3.779100406180606157e-03,1.049808150607848753e-02,-2.915813048695220337e-03,-9.840232237149495326e-03,6.861357453877791474e-03,-7.710337978110329109e-03,2.876345371513330459e-02,3.756927669766610845e-03,-7.035204536178368828e-04,3.407737358347651124e-03,1.387062399440493372e-03,-1.552523939674718516e-02,-9.275858845040967429e-03,1.794282129320041996e-04,-5.294783157886052277e-04,3.311905746782325619e-03,-6.785122165504933744e-03
1.878777661816294631e-01,1.513780419634075947e-01,1.468030407542164108e-02,4.949570894121761017e-02,nan,9.508023103635486473e-02,1.114223566456509079e-01,-2.253391000510684972e-02,-8.272789989834856972e-02,-1.478106855575256617e-01,-4.050882057247333357e-02,5.366130658517072674e-03,-2.088942104015239359e-02,1.364466869061196908e-01,2.977998730973853148e-01,-7.259717569196699749e-02,1.814793939063006067e-01,-1.171424650046598917e-02,7.425549788534935303e-03,1.986557020580131672e-01,4.289707259998566669e-02,-3.319998991781781400e-02,4.094934646069864348e-02,-2.165906648213075658e-03,5.741447901966705708e-02,-1.717136813803349371e-02,-1.774213135835906452e-01
3.375670310303519051e-01,9.087657775973602414e-02,1.108895539620227688e-01,-1.082852086702330296e-01,6.701463440117146064e-02,nan,1.595561250299296595e-03,5.812555852869502604e-02,3.851329074852692380e-01,-2.436371472096343915e-01,1.014663757258004242e-02,5.486888867079309229e-02,4.564604910989630837e-02,-1.321944582550623783e-02,3.187896847324964839e-02,1.749131134191555803e-01,-1.231962733438599217e-01,-4.192555141223372472e-02,-3.482357121543933065e-02,1.955186853239431616e-03,-6.616795906223896240e-03,-4.133332154643831746e-02,3.971091502455482980e-04,9.129936387110293428e-06,-1.046482429354604268e-02,-7.489782425374938435e-02,1.079024757674293539e-01
-5.620684952822400937e-02,2.036631723068632049e-01,3.603328959240953422e-01,-4.596887467582732034e-01,3.803812983260854153e-01,7.728244845194543258e-03,nan,1.110760935876274197e-01,2.069089942433319507e-01,-2.069883264991005389e-01,1.618831567955129891e-01,1.622319023475544963e-01,-2.900740374168934987e-02,3.302713009553407408e-01,-2.019965058645769862e-01,-5.021673145001242372e-02,-1.654309769573032440e-01,1.832901541981986071e-01,3.319371011836383389e-02,1.131937982325915970e-02,1.234654175488078542e-01,-3.631818533544787786e-01,1.384891912244368695e-01,-1.854191762026513590e-02,-2.948237702767204232e-02,-9.620368239528429011e-03,3.434280301646140676e-02
6.128682261382539104e-02,2.385948898741169777e-01,-2.799704063273279406e-02,-9.704692693531728753e-02,-1.059843365645908447e-01,3.878759433495213016e-01,1.530308220328065461e-01,nan,3.496922114782153868e-01,-7.457886355173834469e-02,1.756942243488617272e-01,1.426425426195942481e-01,1.995097623279531301e-02,4.968485287339606815e-01,-6.979144738985018082e-01,1.427369714982319737e-01,5.434016797967672341e-02,5.638694437278649746e-02,-8.644507745140889154e-02,-1.103991176462892909e-01,2.753070574552640010e-02,-8.076399265212472200e-02,-7.602030287582606238e-03,-7.510671127639326206e-03,1.284576278850960152e-01,1.413003698165519462e-01,-1.201955292141749509e-01
-1.112396177276962494e-01,-8.444153025907003007e-02,9.241773740135231230e-02,-9.105921066614164339e-02,-5.590136067300194300e-02,3.692339134971820425e-01,4.095462299373688053e-02,5.024018256765627743e-02,nan,2.041194602462296781e-01,1.876353438275179045e-02,-5.958671069855267510e-02,-3.908740985273633471e-03,1.438271610086771235e-01,1.027451607076330098e-01,6.174130800891270560e-02,-7.942319236043818287e-02,4.685212130936896078e-05,3.194529005549393008e-02,4.029610529742392450e-02,-4.714167944466207683e-02,-5.009560639781338726e-02,4.528886348022573977e-02,2.911657734552191082e-02,5.944452670811935929e-02,3.512585991375717642e-02,-7.103558097068111976e-02
4.926927288448015863e-01,7.841857502985997985e-02,-4.639483888619807400e-02,6.303318917064491822e-02,-8.065924544044235367e-02,-1.886307124078734077e-01,-3.308623577615764366e-02,-8.652845609068132021e-03,1.648399049707154063e-01,nan,1.076397413782047841e-01,-1.294225594663113606e-02,3.970065832907101327e-02,4.757869102620805590e-02,2.353643427401571064e-01,-6.400551088940310829e-02,1.123691151674069827e-01,1.399685385605094028e-02,1.903633250304728741e-02,3.209448293663638707e-03,-2.325027833995840787e-02,-2.263226745939950907e-02,-3.137313218026477335e-02,6.628016381552158387e-03,-6.328847763060120590e-03,-1.283013264101441273e-02,2.670756352611634160e-03
