ID;Data Campionamento;ORA Campionamento;Valore;Tipo Grandezza
PDM3;19/07/2023;23:45:00;295.339994430542;Temperatura Ambiente
PDM4;19/07/2023;23:45:00;294.744993209839;Temperatura Ambiente
PDM5;19/07/2023;23:45:00;298.609992980957;Temperatura Ambiente
PDM6;19/07/2023;23:45:00;295.394994735718;Temperatura Ambiente
PDM7;19/07/2023;23:45:00;295.369993209839;Temperatura Ambiente
PDM8;19/07/2023;23:45:00;295.944993972778;Temperatura Ambiente
PDM9;19/07/2023;23:45:00;297.534994125366;Temperatura Ambiente
PDM10;19/07/2023;23:45:00;295.05499458313;Temperatura Ambiente
PDM11;19/07/2023;23:45:00;294.389993667603;Temperatura Ambiente
PDM12;19/07/2023;23:45:00;295.97999382019;Temperatura Ambiente
PDM13;19/07/2023;23:45:00;297.409994125366;Temperatura Ambiente
PDM14;19/07/2023;23:45:00;298.609992980957;Temperatura Ambiente
PDM15;19/07/2023;23:45:00;295.17999458313;Temperatura Ambiente
PDM16;19/07/2023;23:45:00;300.539993286133;Temperatura Ambiente
PDM17;19/07/2023;23:45:00;305.07999420166;Temperatura Ambiente
PDM18;19/07/2023;23:45:00;302.869993209839;Temperatura Ambiente
PDM19;19/07/2023;23:45:00;305.899993896484;Temperatura Ambiente
PDM20;19/07/2023;23:45:00;305.939994812012;Temperatura Ambiente
PDM21;19/07/2023;23:45:00;298.299993515015;Temperatura Ambiente
PDM22;19/07/2023;23:45:00;303.82999420166;Temperatura Ambiente
PDM23;19/07/2023;23:45:00;302.47999382019;Temperatura Ambiente
PDM24;19/07/2023;23:45:00;298.339994430542;Temperatura Ambiente
PDM25;19/07/2023;23:45:00;304.299993515015;Temperatura Ambiente
PDM26;19/07/2023;23:45:00;303.629993438721;Temperatura Ambiente
PDM27;19/07/2023;23:45:00;302.889993667603;Temperatura Ambiente
PDM1;19/07/2023;23:30:00;0.0247000007629395;Pressione a valle
PDM2;19/07/2023;23:30:00;0.0242000007629395;Pressione a valle
PDM3;19/07/2023;23:30:00;0.0237000007629395;Pressione a valle
PDM4;19/07/2023;23:30:00;0.0237999992370605;Pressione a valle
PDM5;19/07/2023;23:30:00;0.0242000007629395;Pressione a valle
PDM6;19/07/2023;23:30:00;0.0236000003814697;Pressione a valle
PDM7;19/07/2023;23:30:00;0.0232999992370605;Pressione a valle
PDM8;19/07/2023;23:30:00;0.023;Pressione a valle
PDM9;19/07/2023;23:30:00;0.0235;Pressione a valle
PDM10;19/07/2023;23:30:00;0.0246000003814697;Pressione a valle
PDM11;19/07/2023;23:30:00;0.0255;Pressione a valle
PDM12;19/07/2023;23:30:00;0.0243999996185303;Pressione a valle
PDM13;19/07/2023;23:30:00;0.0237000007629395;Pressione a valle
PDM14;19/07/2023;23:30:00;0.0385999984741211;Pressione a valle
PDM15;19/07/2023;23:30:00;0.0243999996185303;Pressione a valle
PDM16;19/07/2023;23:30:00;0.0236000003814697;Pressione a valle
PDM17;19/07/2023;23:30:00;0.0228999996185303;Pressione a valle
PDM18;19/07/2023;23:30:00;0.0235;Pressione a valle
PDM19;19/07/2023;23:30:00;0.041;Pressione a valle
PDM20;19/07/2023;23:30:00;0.039;Pressione a valle
PDM21;19/07/2023;23:30:00;0.0384000015258789;Pressione a valle
PDM22;19/07/2023;23:30:00;0.0395;Pressione a valle
PDM23;19/07/2023;23:30:00;0.0397000007629395;Pressione a valle
PDM24;19/07/2023;23:30:00;0.039;Pressione a valle
PDM25;19/07/2023;23:30:00;0.0367999992370605;Pressione a valle
PDM26;19/07/2023;23:30:00;0.0246000003814697;Pressione a valle
PDM27;19/07/2023;23:30:00;0.0242000007629395;Pressione a valle
PDM1;19/07/2023;23:30:00;294.959993362427;Temperatura Ambiente
PDM2;19/07/2023;23:30:00;295.32999420166;Temperatura Ambiente
PDM3;19/07/2023;23:30:00;295.739994049072;Temperatura Ambiente
PDM4;19/07/2023;23:30:00;295.32999420166;Temperatura Ambiente
PDM5;19/07/2023;23:30:00;299.489994049072;Temperatura Ambiente
PDM6;19/07/2023;23:30:00;296.769994735718;Temperatura Ambiente
PDM7;19/07/2023;23:30:00;296.659994125366;Temperatura Ambiente
PDM8;19/07/2023;23:30:00;297.439994812012;Temperatura Ambiente
PDM9;19/07/2023;23:30:00;298.489994049072;Temperatura Ambiente
PDM10;19/07/2023;23:30:00;295.409994125366;Temperatura Ambiente
PDM11;19/07/2023;23:30:00;294.799993515015;Temperatura Ambiente
PDM12;19/07/2023;23:30:00;296.379993438721;Temperatura Ambiente
PDM13;19/07/2023;23:30:00;298.809993743896;Temperatura Ambiente
PDM14;19/07/2023;23:30:00;299.839994430542;Temperatura Ambiente
PDM15;19/07/2023;23:30:00;295.659994125366;Temperatura Ambiente
PDM16;19/07/2023;23:30:00;301.22999382019;Temperatura Ambiente
PDM17;19/07/2023;23:30:00;305.489994049072;Temperatura Ambiente
PDM18;19/07/2023;23:30:00;303.869993209839;Temperatura Ambiente
PDM19;19/07/2023;23:30:00;306.909992218018;Temperatura Ambiente
PDM20;19/07/2023;23:30:00;306.909992218018;Temperatura Ambiente
PDM21;19/07/2023;23:30:00;299.219993591309;Temperatura Ambiente
PDM22;19/07/2023;23:30:00;304.509994506836;Temperatura Ambiente
PDM23;19/07/2023;23:30:00;303.159994125366;Temperatura Ambiente
PDM24;19/07/2023;23:30:00;299.449993133545;Temperatura Ambiente
PDM25;19/07/2023;23:30:00;304.939994812012;Temperatura Ambiente
PDM26;19/07/2023;23:30:00;304.839994430542;Temperatura Ambiente
PDM27;19/07/2023;23:30:00;303.769994735718;Temperatura Ambiente
PDM1;19/07/2023;23:15:00;0.02475;Pressione a valle
PDM2;19/07/2023;23:15:00;0.0242999992370605;Pressione a valle
PDM3;19/07/2023;23:15:00;0.02375;Pressione a valle
PDM4;19/07/2023;23:15:00;0.0238500003814697;Pressione a valle
PDM5;19/07/2023;23:15:00;0.0243999996185303;Pressione a valle
PDM6;19/07/2023;23:15:00;0.0236000003814697;Pressione a valle
PDM7;19/07/2023;23:15:00;0.0233500003814697;Pressione a valle
PDM8;19/07/2023;23:15:00;0.0231499996185303;Pressione a valle
PDM9;19/07/2023;23:15:00;0.0236000003814697;Pressione a valle
PDM10;19/07/2023;23:15:00;0.0246499996185303;Pressione a valle
PDM11;19/07/2023;23:15:00;0.0253999996185303;Pressione a valle
PDM12;19/07/2023;23:15:00;0.0245;Pressione a valle
PDM13;19/07/2023;23:15:00;0.024;Pressione a valle
PDM14;19/07/2023;23:15:00;0.03875;Pressione a valle
PDM15;19/07/2023;23:15:00;0.0245499992370605;Pressione a valle
PDM16;19/07/2023;23:15:00;0.0233999996185303;Pressione a valle
PDM17;19/07/2023;23:15:00;0.0228999996185303;Pressione a valle
PDM18;19/07/2023;23:15:00;0.0228999996185303;Pressione a valle
PDM19;19/07/2023;23:15:00;0.0404000015258789;Pressione a valle
PDM20;19/07/2023;23:15:00;0.039;Pressione a valle
PDM21;19/07/2023;23:15:00;0.038;Pressione a valle
PDM22;19/07/2023;23:15:00;0.0389000015258789;Pressione a valle
PDM23;19/07/2023;23:15:00;0.0397999992370605;Pressione a valle
PDM24;19/07/2023;23:15:00;0.0389000015258789;Pressione a valle
PDM25;19/07/2023;23:15:00;0.0372000007629395;Pressione a valle
PDM26;19/07/2023;23:15:00;0.0248999996185303;Pressione a valle
PDM27;19/07/2023;23:15:00;0.0242000007629395;Pressione a valle
PDM1;19/07/2023;23:15:00;294.439994812012;Temperatura Ambiente
PDM2;19/07/2023;23:15:00;294.459993362427;Temperatura Ambiente
PDM3;19/07/2023;23:15:00;295.339994430542;Temperatura Ambiente
PDM4;19/07/2023;23:15:00;294.744993209839;Temperatura Ambiente
PDM5;19/07/2023;23:15:00;298.609992980957;Temperatura Ambiente
PDM6;19/07/2023;23:15:00;295.394994735718;Temperatura Ambiente
PDM7;19/07/2023;23:15:00;295.369993209839;Temperatura Ambiente
PDM8;19/07/2023;23:15:00;295.944993972778;Temperatura Ambiente
PDM9;19/07/2023;23:15:00;297.534994125366;Temperatura Ambiente
PDM10;19/07/2023;23:15:00;295.05499458313;Temperatura Ambiente
PDM11;19/07/2023;23:15:00;294.389993667603;Temperatura Ambiente
PDM12;19/07/2023;23:15:00;295.97999382019;Temperatura Ambiente
PDM13;19/07/2023;23:15:00;297.409994125366;Temperatura Ambiente
PDM14;19/07/2023;23:15:00;298.609992980957;Temperatura Ambiente
PDM15;19/07/2023;23:15:00;295.17999458313;Temperatura Ambiente
PDM16;19/07/2023;23:15:00;301.92999458313;Temperatura Ambiente
PDM17;19/07/2023;23:15:00;306.089992523193;Temperatura Ambiente
PDM18;19/07/2023;23:15:00;304.819993972778;Temperatura Ambiente
PDM19;19/07/2023;23:15:00;307.769992828369;Temperatura Ambiente
PDM20;19/07/2023;23:15:00;307.659992218018;Temperatura Ambiente
PDM21;19/07/2023;23:15:00;299.97999382019;Temperatura Ambiente
PDM22;19/07/2023;23:15:00;305.57999420166;Temperatura Ambiente
PDM23;19/07/2023;23:15:00;304.019994735718;Temperatura Ambiente
PDM24;19/07/2023;23:15:00;300.32999420166;Temperatura Ambiente
PDM25;19/07/2023;23:15:00;305.639995574951;Temperatura Ambiente
PDM26;19/07/2023;23:15:00;305.639995574951;Temperatura Ambiente
PDM27;19/07/2023;23:15:00;304.349994659424;Temperatura Ambiente
PDM1;19/07/2023;23:00:00;0.0243999996185303;Pressione a valle
PDM2;19/07/2023;23:00:00;0.024;Pressione a valle
PDM3;19/07/2023;23:00:00;0.0233999996185303;Pressione a valle
PDM4;19/07/2023;23:00:00;0.0235;Pressione a valle
PDM5;19/07/2023;23:00:00;0.024;Pressione a valle
PDM6;19/07/2023;23:00:00;0.0232999992370605;Pressione a valle
PDM7;19/07/2023;23:00:00;0.023;Pressione a valle
PDM8;19/07/2023;23:00:00;0.0228999996185303;Pressione a valle
PDM9;19/07/2023;23:00:00;0.0233999996185303;Pressione a valle
PDM10;19/07/2023;23:00:00;0.0242000007629395;Pressione a valle
PDM11;19/07/2023;23:00:00;0.0247999992370605;Pressione a valle
PDM12;19/07/2023;23:00:00;0.0241000003814697;Pressione a valle
PDM13;19/07/2023;23:00:00;0.024;Pressione a valle
PDM14;19/07/2023;23:00:00;0.0385999984741211;Pressione a valle
PDM15;19/07/2023;23:00:00;0.0243999996185303;Pressione a valle
PDM16;19/07/2023;23:00:00;0.0235;Pressione a valle
PDM17;19/07/2023;23:00:00;0.0227000007629395;Pressione a valle
PDM18;19/07/2023;23:00:00;0.0231000003814697;Pressione a valle
PDM19;19/07/2023;23:00:00;0.0402999992370605;Pressione a valle
PDM20;19/07/2023;23:00:00;0.0384000015258789;Pressione a valle
PDM21;19/07/2023;23:00:00;0.038;Pressione a valle
PDM22;19/07/2023;23:00:00;0.0387999992370605;Pressione a valle
PDM23;19/07/2023;23:00:00;0.0395999984741211;Pressione a valle
PDM24;19/07/2023;23:00:00;0.0385999984741211;Pressione a valle
PDM25;19/07/2023;23:00:00;0.0369000015258789;Pressione a valle
PDM26;19/07/2023;23:00:00;0.0247999992370605;Pressione a valle
PDM27;19/07/2023;23:00:00;0.024;Pressione a valle
PDM1;19/07/2023;23:00:00;297.989994049072;Temperatura Ambiente
PDM2;19/07/2023;23:00:00;299.059993743896;Temperatura Ambiente
PDM3;19/07/2023;23:00:00;297.749994277954;Temperatura Ambiente
PDM4;19/07/2023;23:00:00;298.139993667603;Temperatura Ambiente
PDM5;19/07/2023;23:00:00;301.47999382019;Temperatura Ambiente
PDM6;19/07/2023;23:00:00;299.309993743896;Temperatura Ambiente
PDM7;19/07/2023;23:00:00;299.289993286133;Temperatura Ambiente
PDM8;19/07/2023;23:00:00;299.67999458313;Temperatura Ambiente
PDM9;19/07/2023;23:00:00;300.539993286133;Temperatura Ambiente
PDM10;19/07/2023;23:00:00;298.259994506836;Temperatura Ambiente
PDM11;19/07/2023;23:00:00;298.039993286133;Temperatura Ambiente
PDM12;19/07/2023;23:00:00;299.489994049072;Temperatura Ambiente
PDM13;19/07/2023;23:00:00;300.659994125366;Temperatura Ambiente
PDM14;19/07/2023;23:00:00;301.22999382019;Temperatura Ambiente
PDM15;19/07/2023;23:00:00;298.82999420166;Temperatura Ambiente
PDM16;19/07/2023;23:00:00;302.72999382019;Temperatura Ambiente
PDM17;19/07/2023;23:00:00;306.969993591309;Temperatura Ambiente
PDM18;19/07/2023;23:00:00;305.899993896484;Temperatura Ambiente
PDM19;19/07/2023;23:00:00;308.589992523193;Temperatura Ambiente
PDM20;19/07/2023;23:00:00;308.479995727539;Temperatura Ambiente
PDM21;19/07/2023;23:00:00;300.639993667603;Temperatura Ambiente
PDM22;19/07/2023;23:00:00;306.82999420166;Temperatura Ambiente
PDM23;19/07/2023;23:00:00;305.429992675781;Temperatura Ambiente
PDM24;19/07/2023;23:00:00;300.899993896484;Temperatura Ambiente
PDM25;19/07/2023;23:00:00;306.349994659424;Temperatura Ambiente
PDM26;19/07/2023;23:00:00;306.499992370605;Temperatura Ambiente
PDM27;19/07/2023;23:00:00;304.97999382019;Temperatura Ambiente
